회의록구분,대수,회의구분,위원회,회수,피감사기관,회의일자,발언자,발언순번,발언내용,기관구분
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,261,다른 여러 주제들은 논의 자체가 넘어갔습니다. 내년에 하기로 했습니다.,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,262,무슨 이야기냐 하면 제2교육국무회의를 이야기했듯이 교육자치정책협의회 구성 자체가 굉장히 의미 있는 일이었어요. 교육감과 교육부장관이 모여서 1차 회의를 하고 난 이후에 그때 논의됐던 재정지원계획이나 학사운영 자율성 강화나 교육청 조직인사 자율권 확대나 이런 것은 논의를 계속 해 나갈 텐데…….,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,263,그것은 실행이 되고 있습니다.,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,264,"실행이 되어야 될 텐데 2차, 3차, 4차의 교육자치정책협의회가 이루어져야 된다는 거예요. 그래서 제가 그때 이야기했던 것이 제도적 장치, 법적근거가 필요하다, 그래야 지속가능하고 책임성이 강할 수 있다 이런 이야기를 했는데 이것이 부정기적으로 되면 한 번에 논의하는 자리밖에 되지 않을 거다, 이것이 제도적 장치가 필요하다고 제가 8월 임시회 때 이야기했던 것 같은데 그 논의가 좀 됐나요?",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,265,그러니까 지금 민간위원들이 1차 회의를 한 다음에 독자적인 제안을 하기 시작해서 회람이 되고 있고요. 그 당시에 2017년에 긴박한 단기의제는 바로 합의해서 한다고 해서 말씀하신 대로 시행에 들어갔고요. 2018년 의제는 좀 큰 의제인데 사전논의가 안돼서 지금 논의를 해야 되는 상태라고 말씀드릴 수 있겠습니다.,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,266,"저는 지속성과 책임성을 강화하기 위해서 이것도 제도화되는 장치, 법적장치가 필요하다, 이 고민을 좀 더 해 주시고요. 두 번째는 어제 발표했던 메이커 스페이스 구축모델 내용을 봤는데 어느 날 갑자기 발표됐다 이런 느낌이 없지 않아 있어요. 그러니까 중장기계획임에도 불구하고 사전에 내용 검토나 보고나 공론화 이것이 부족하지 않나 이런 느낌이 들었는데요.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,267,저희 내부적으로는 굉장히 오래 했습니다. 1년간 올해 죽 진행된 것입니다.,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,268,그래요? 의회나 시민들하고는 공감대 형성이 있었나요?,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,269,그 점은 부족한 점이 있는데 내용은…….,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,270,"그렇습니다, 자율성, 협력, 공유, 창의성 그런 내용에 대해서 제가 말씀드리는 것이 아니고 서울형 메이커 교육이 중장기계획이고 중요한 사업으로 제안이 됐는데 사전 문제의식은 내부적으로 충분히 공유했다고 생각이 들지만 의회나 시민들하고 공감대가 형성되면서 정책이 중장기계획이 발표되는 것은 부족하지 않았나 이런 느낌이 있는 거지요.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,271,저희는 오랫동안 준비해서 예산 의회 앞두고 한다고 하는 의미로 사실 하기는 했습니다.,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,272,좋습니다. 거점센터를 20개 두겠다 했는데 어떻게 어디에 두겠다는 거지요?,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,273,그러니까 이것이 일부 언론보도를 보니까 제가 내년을 의식하고 한 것 아니냐 이런 것인데 원래 과학 쪽에서는 조금 더 적극적으로 인공지능시대에 과학 활성화…….,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,274,"그 문제의식을 제가 말씀드리는 것이 아니고 20개의 거점을 어떻게, 어디에…….",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,275,지금 현재 있는 발명교육센터를 첨단으로 전환하는 것이 일단 한 축이 있고요. 그것이 일반형 메이커 스페이스이고 일종의 특화된 메이커 스페이스를 학교에 배치해 가는데 원래 과학계에서는 230억으로 짜왔는데 제가 예산 사정을 해서 100억 정도로 매년 20억 정도밖에 안 되는 수준으로 조금 축소가 된 면도 있습니다.,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,276,모델학교도 9개 운영하겠다 이렇게 되어 있는데 어떻게 선정하고 어떻게 운영할 거지요?,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,277,"그것은 통상적인 공모절차로 될 것 같습니다, 내년부터 예산이 통과되면.",교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,278,인력은 확보되어 있나요?,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,279,"기존의 학교에 5,000만 원 정도 해서 시설 갖추고 선생님들 연수해서 새로운 것을 할 수 있도록 하고 이렇게 시스템이 되어 있습니다.",교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,280,연수도 안 된 상태에서 예산 내려주고…….,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,281,그러니까 예산이 되면 이 작업들이 내년부터 시행이 되는 것입니다. 향후 5년간 진행되는 거니까요.,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,282,거점센터와 모델학교와 연계사업은 어떻게 하실 거예요?,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,283,거점센터는 이미 21개가 발명교육센터가 있는데 3D프린터나 이런 첨단시설은 보완하지 않은 상태로 이전의 전 정부부터 시작해서 죽 이어져온 발명교육센터의…….,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,284,좋습니다. 모델학교가 아닌 일반학교하고 거점센터하고는 어떻게 연계가…….,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,285,거점센터하고요?,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,286,거점센터와 모델학교가 아닌 일반적인 학교는 어떻게 이 사업을 해 나갑니까?,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,287,"그러니까 지금 큰 틀은 이렇게 되어 있습니다. 21개 기존의 발명교육센터 전 정부에 상당히 오랫동안 됐던 부분을 첨단화해서 학생들이 활용할 수 있도록 하고요. 그리고 일반학교에 거점형으로 만들어 가고 특화형으로 만들어 가고요. 그리고 모든 학교에 적용이 안 되니까 일종의 이동식 시설버스 이것을 통해서 하고 이런 시스템입니다, 크게 보면.",교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,288,"좋습니다. 잘 해 주시고, 충분히 의회와 시민들이 공감할 수 있는…….",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,289,그 점은 좀 부족했던 것 같고요. 제가 지금이라도 자료를…….,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,290,"그다음에 자사고 문제인데 자사고 설명회에 학부모들이 많이 와서 성황이다, 그러나 교육청 교육감님은 자사고를 폐지하는 방향에서 검토하고 있고 일반고 전성시대 계획을 내잖아요. 그런데 현장의 분위기는 다른 것 같은데 어떻게 하실 거예요?",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,291,저도 말씀한 보도를 봤는데 또 다른 보도도 있는 것 같습니다. 그러니까 조금 썰렁하다는 보도도 있고 썰렁한 학교도 있는 것 같고 그때 연합으로 할 때는 연합이기 때문에 좀 규모가 있게 모였다고 하는 것으로 저는 보고를 받고 있습니다. 그런데 아마 오늘 교육부에서 동시전형안은 발표를 하는 것 같습니다.,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,292,"좋습니다. 그리고 현장 학교를 가면 가장 많이 이야기하는 중학교 학부모님들의 고민은 자유학기제에 대한 고민이에요. 원래 우리가 생각하는 꿈이나 끼나 미래역량 강화나 행복교육 실현 문제의식은 좋으나 현장에서는 역시 공부 안하고 놀고 밖에서 하루 노는 날 이런 식의 인식이 굉장히 강하고 그에 대한 우려가 강한 거지요. 그래서 저는 단순히 직업탐험이 아니라 전체적인 수업참여방식의 변화를 통한 학생들의 참여, 진로탐색, 그다음에 자기의 진로고민, 끼의 발견 이런 것들이 전체적인 수업 내용이 바뀌어야 되는 것으로 인식을 하는데 아직 현장에서는 그렇지 않아요. 저는 이 문제를 해소해 줘야 된다, 그리고 내용적으로 보강해 줘야 된다고 보는데 복안이 있나요?",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,293,"네, 맞습니다. 지금 정확히 말씀하셨는데 기존의 수업이라는 것이 교과서 중심, 지필평가 중심, 이 시스템을 지금 바꾸어가는 혁신하는 수업혁신이라고 하는 큰 부분이 있습니다. 그 방향에 저희가 노력을 하고 있는데 부족한 점은 물론 있고요.",교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,294,저는 핵심은 자유학기제 동안에 수업 내용을 어떻게 구성할 것인가 이것이 제일 핵심이라고 봐요. 그리고 그에 참여하는 선생님들이 어떤 내용을 가지고 임할 것이냐 이것이 핵심이라고 보는데 이 부분이 부족하다고 보는 거지요. 그렇기 때문에 학부모들이 느낄 때는 밀도 있는 자유학기제가 아니라 노는 자유학기제로 인식이 되어 있다는 거예요.,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,295,그런데 교육부도 그렇고 저희도 이 점에서는 엄청나게 노력을 하고 있습니다. 정부 교체에도 불구하고 연속해서 노력을 하고 있는데 저는 오히려 원인이 기존의 입시제도가 버티고 있기 때문에 거기서 발생하는 부분이 균열이 아닐까 싶습니다.,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,296,빨리 제3의 국무회의를 만들어야 되겠네요.,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,297,그리고 아까 말씀하신 대로 입시체제나 대학 서열화 이런 부분이…….,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,298,"좋습니다. 또 하나 현장에서 학부모님들이나 학생들이 많이 느끼는 문제 중에 학폭위 관련 부분인데 이것이 학교폭력예방 및 대책에 관한 법률을 보면 시ㆍ도, 자치 시ㆍ군ㆍ구 학교에 폭력과 관련된 대책위원회를 만들고 있고 학교에는 폭력자치위원회를 구성하고 있는데 여기서 문제가 발생하는 것이 뭐냐 하면 학교 내에서 이것을 감당하기에 전문성이나 내용적으로나 절차적으로나 인력이 전문성이 너무 부족하다는 일정정도 한계에 다다른 느낌이에요. 그래서 법적으로는 학교에 자치위원회를 구성하게 되어 있지만 저는 좀 더 이것을 전문화해야 된다, 물론 당연히 학교장이나 담임선생님이 참여하는 구조를 만들어야 되지만 11개 교육지원청에 각 단위학교에 있는 폭력대책자치위원회를 전문적으로 구성하고 학교에 교사가 참여하는 구조를 이제는 만들어야 된다, 그래야 학교가 떠안고 있는 문제나 여러 가지 문제를 해결할 수 있다 이런 생각을 해요. 이것은 법률 개정사항입니다. 그렇기 때문에 교육감협의회나 교육자치정책협의회나 제3의 국무회의를 통해서 이것은 법률개정을 통해서 전문화된 단위의 대책위원회를 만들어야 된다고 생각하는데 어떻게 생각하십니까?",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,299,너무 소중한 말씀이시고요. 개별학교 학폭자치위에 전문성이 보강되는 부분은 저희도 노력하고 있고요. 그 부분은 더 가야 될 거라고 보고 11개 교육지원청에 지원 변호사가 배치되면 그것도 조금 보완이 되지 않을까 싶고요.,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,300,학교에서 이것을 감당하기에 지금은 너무 힘들어하는 단계인 것 같아요.,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,301,두 경로가 있는 것 같습니다. 지금 안민석 의원이나 홍의락 의원이 제출한 법안이 있습니다. 저희도 지금 검토 중인데요. 그러니까 뭐냐 하면 학폭자치위를 지자체에 만드는 안이 지금 제안되어 있습니다. 그리고 또 다른 안은 교육지원청에…….,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,302,저는 교육지원청에 만들어야 된다고 봐요.,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,303,저도 당연히 그렇게 생각을 하고요. 단지 고민은 지원청에 학폭자치위를 만드는 순간 학교에서는 일만 터지면 다 넘겨버릴 것 같습니다. 교육적 과정이 소멸돼 버릴 수가 있어서 그 부분이…….,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,304,"주체에는 학교장과 그 학교에 참여하고 있는 교사, 그다음에 학부모대표는 당연히 참여해야 되겠지요, 사고가 발생한 학교에 대해서는.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,305,그 부분은 지금부터 공론의 장이 열려야 될 것 같습니다. 여러 가지 지적 고맙습니다.,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,오경환 위원,306,이상입니다.,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,위원장 김생환,307,오경환 위원님 수고 많으셨습니다. 이어서 박기열 위원님 질의하여 주시기 바랍니다.,위원장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,박기열 위원,308,"박기열 위원입니다. 시간이 12시가 넘어가네요. 본 위원이 작년 행감에서부터 임시회, 정례회 때 꾸준하게 학교 밖 아이들에 대해서 관심을 가지고 조례도 제정하고 그에 따른 교육청의 지원문제 이런 것들도 많이 있었습니다. 그래서 2018년도 내년도에 대안교육 위탁교육기관의 예산을 보는 과정에서 확정은 아니지만 여러 가지 지적했던 것들이 에이스 도입, 출결사항이나 성적관리라든지 에이스 고도화사업, 그다음에 강사비 증액해야 되고 교재 개발해야 되고, 그다음에 상담하기에는 상담사들이 너무 적다 이렇게 되어 있었는데 다행히도 여러 가지 논란이 있었지만 기조실 실장님께 제가 전화까지도 드리고 그랬는데 예산에 반영을 많이 해 주셨어요.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,309,박 위원님의 압박에 의해서 많이 증액을 했습니다. 조언을 해 주셔서 너무 감사드리고 저희가 직접 챙기지 못해서 죄송합니다.,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,박기열 위원,310,여러 가지 감사하고요. 이 부분이 끝까지 잘 챙겨지도록 교육감님 이하 관계기관에서도 챙겨 주시기 바랍니다.,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,311,이것은 너무 좋은 지적을 해 주셨습니다.,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,박기열 위원,312,"아이들이 수업하는 것은 사실 학교 내에서나 학교 밖이나 똑같은 입장이거든요, 관리하는 입장도 그렇고. 특히 서울시에서 관리하는 대안학교보다도 교육청에서 관리하는 대안위탁교육기관, 표현도 좀 그래요. 사실 본 위원 입장에서는 이것도 물론 교육부에서 제재가 있어서 교육기관이라고 하지만 학교가 맞아요. 학교로 하지 않아서 여러 가지 폐단도 있습니다, 운영하는 주체 입장에서도. 그런 것도 건의가 필요하면 교육청에서도 건의하고요.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,313,이런 지적은 계속 해 주십시오. 저희가 챙겼어야 되는데 챙기지 못한 부분이기 때문에 죄송하게도 생각합니다.,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,박기열 위원,314,"감사의 말씀을 먼저 드립니다. 그다음에 내년도에 교육감님 공약사항 중의 하나였겠지만 초등학교 유휴교실에, 학생이 많이 줄고 이래서 유휴교실에 병설유치원 설립을 많이 하잖아요. 혹시 몇 개 정도의 유치원이 설립된다고 기억하시나요?",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,315,지금 내년에만…….,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,박기열 위원,316,15개지요? 15개가 맞지요?,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,317,15개. 학급은 또 60학급…….,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,박기열 위원,318,"15개 학교에 병설유치원이 3월에 개교 예정으로 있어요. 이 자료를 보면 물론 2차 추경에 반영된 예산이 있어서 늦어지는 경우도 있고 내진성능이나 구조 검토 관계로 해서 늦어지는 병설유치원이 있습니다. 그런데 이 3개의 병설유치원은 물론 교육청에서는 계획대로 내년 3월 개교에 문제가 없다 이렇게 말씀을 하시는데 이 부분을 간과해서는 안 될 것 같아요. 왜 그러냐면 현장에 가서 보면 어려운 점들이 있습니다, 현장 나름대로, 학교 나름대로. 충분히 본 위원도 이해를 해요, 그럴 수밖에 없는 사정은. 하지만 과연 이것을 계획보다 차질이 생겨서 발표해 놓고, 아니면 모집공고를 내놓고 학생들 모집이 안 될 경우, 그럴 리는 없다고 보는데도 본 위원이 걱정하는 부분이 있어서 교육감님이 이 부분도 잘 챙기시고, 실무부서에서 알아서 다 하리라고 봅니다. 또 지역교육청의 교육장님이나 학교의 교장선생님들도 마찬가지고 다 열의를 가지고 하시는데 공정률이 생각보다 낮은 데도 있다는 거지요.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,319,그건 그렇습니다.,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,박기열 위원,320,그래서 이런 부분들은 여하튼 사정은 있지만 교육감님이 잘 좀 챙겨 주십사 하는 내용입니다. 크게 문제가 있어서라기보다도 혹시라도…….,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,321,체크해 보도록 하겠습니다.,교육감
